amount,hour,distance_from_home_km,distance_from_last_transaction_km,is_foreign,is_new_device,failed_logins_24h,transactions_last_1h,avg_amount_30d,account_age_days,merchant_risk,velocity_ratio,is_fraud
1658.91,21,10.61,25.7,0,0,0,2,680.32,2926,0.354,3.409,0
1443.32,19,10.29,2.47,0,0,0,1,1308.93,1387,0.084,1.322,0
547.03,10,18.86,8.83,0,0,0,1,560.51,1997,0.29,1.169,0
284.28,8,13.13,20.0,0,0,0,2,649.84,1139,0.359,0.612,0
3634.14,13,31.55,35.3,0,0,0,2,822.38,35,0.224,6.179,0
3803.89,17,53.95,30.95,0,0,1,1,432.13,2668,0.099,10.539,0
1877.08,5,64.99,3.19,0,0,2,1,2042.71,2406,0.081,1.102,1
1861.47,0,70.03,25.2,0,0,1,0,617.2,3205,0.502,3.011,1
536.36,6,10.06,6.09,0,1,1,2,930.96,2597,0.374,0.806,0
116.91,11,35.4,3.38,0,0,0,2,719.16,3025,0.2,0.227,0
1044.52,11,4.76,15.44,0,1,0,2,3130.75,1961,0.111,0.467,0
200.87,11,26.22,13.29,0,0,0,3,394.59,983,0.01,0.812,0
1610.66,22,49.6,29.07,0,0,0,1,597.64,1958,0.055,3.229,0
4935.65,11,12.0,5.19,0,0,0,2,499.17,2636,0.092,13.815,0
723.33,6,19.12,9.48,0,1,0,1,1031.78,2078,0.137,0.84,0
766.09,17,1.46,22.47,1,0,0,2,3983.69,67,0.126,0.269,0
489.89,0,34.83,34.78,1,0,0,1,357.64,3329,0.23,1.639,0
1400.03,19,16.24,7.47,0,0,0,0,697.31,1110,0.153,2.005,0
1295.65,12,7.77,4.96,0,0,0,0,1352.73,560,0.041,0.957,0
483.41,11,22.15,1.36,0,1,1,0,368.52,215,0.118,1.308,0
3336.16,12,32.46,2.41,1,0,0,1,1611.45,271,0.019,2.483,1
19977.66,0,4.25,15.02,1,0,0,1,1472.42,509,0.416,16.27,1
4402.2,2,35.83,10.28,0,1,0,2,1114.58,2428,0.286,5.525,0
1199.18,10,28.31,39.67,0,0,0,2,1433.5,1063,0.051,1.17,0
1184.95,8,1.96,9.38,0,0,1,1,438.18,1438,0.21,3.238,0
801.46,17,20.03,37.18,0,0,0,2,1115.96,1449,0.151,1.005,0
785.11,5,14.85,7.39,0,0,0,3,848.0,219,0.086,1.48,0
3491.74,6,53.98,4.45,0,0,0,2,451.33,2550,0.471,10.807,0
3647.17,14,43.42,22.92,1,0,1,2,3295.62,3625,0.338,1.549,1
415.91,11,25.57,14.81,0,0,0,2,737.32,2308,0.194,0.789,0
1932.01,20,46.86,33.99,0,0,0,3,2085.4,2007,0.134,1.482,0
4068.89,6,14.92,23.64,0,0,0,1,2003.27,3646,0.422,2.436,0
943.71,16,30.24,22.56,0,0,0,3,937.91,29,0.187,1.608,0
1084.06,2,6.57,19.91,0,0,0,1,752.58,1426,0.23,1.726,0
2686.47,18,18.35,23.55,1,0,0,2,1740.42,816,0.212,2.16,0
2763.96,0,20.23,21.33,0,0,0,1,5631.13,1300,0.223,0.589,0
2057.11,18,49.76,12.48,0,0,0,3,678.92,3169,0.077,4.841,0
1727.15,18,20.5,30.02,0,0,0,1,546.24,1177,0.134,3.787,0
1975.52,0,37.83,44.95,0,0,0,2,2268.87,2878,0.17,1.218,0
1014.63,1,14.17,30.48,0,0,1,2,1896.06,590,0.123,0.749,0
438.03,12,47.54,11.25,0,0,0,0,3867.57,698,0.098,0.113,0
282.42,6,13.76,2.48,0,0,0,1,1300.86,336,0.079,0.26,0
2429.79,6,14.35,14.62,0,0,0,2,2446.92,677,0.352,1.39,0
1492.48,14,18.95,13.65,0,0,0,0,1437.76,3032,0.059,1.037,0
2112.27,16,35.1,5.25,0,1,1,0,1905.83,2828,0.253,1.108,0
584.71,10,25.01,23.52,0,0,0,1,2013.54,1444,0.105,0.348,0
1484.13,19,4.19,23.63,0,0,2,5,901.8,200,0.372,3.288,0
1449.02,15,39.79,3.11,0,0,0,1,842.2,1901,0.256,2.062,0
4812.67,5,8.94,13.3,0,1,0,2,3044.6,87,0.141,2.212,0
3139.3,3,13.33,26.26,0,1,0,1,1464.07,2000,0.079,2.571,0
639.09,22,5.79,1.51,0,0,0,0,140.02,387,0.274,4.532,0
2218.43,1,3.42,12.56,0,0,0,1,676.12,2595,0.121,3.932,0
634.67,21,49.34,15.23,0,0,0,4,897.65,3638,0.06,1.271,0
98.2,22,4.51,36.54,0,0,2,2,7772.08,823,0.315,0.018,0
7524.74,19,12.85,11.69,0,0,0,1,892.74,1669,0.048,10.103,0
920.64,16,35.72,2.54,0,0,0,1,3684.65,646,0.078,0.3,0
3787.51,21,3.94,14.81,0,0,0,0,467.77,2323,0.037,8.08,0
691.36,11,15.24,35.51,0,0,1,0,1597.42,1419,0.309,0.433,1
597.44,0,42.6,7.81,0,0,0,4,530.44,2660,0.116,2.024,0
775.42,16,42.52,8.58,0,0,0,0,2762.18,3074,0.253,0.281,0
1724.43,6,40.56,4.95,0,0,0,0,1638.05,1720,0.314,1.052,0
1597.42,8,16.82,0.53,0,0,1,2,2329.34,3111,0.21,0.96,0
2203.27,2,42.82,4.19,0,0,0,0,499.18,1860,0.038,4.405,0
815.36,22,19.15,10.38,0,0,0,2,1024.34,1358,0.118,1.113,0
1394.69,23,8.88,9.46,0,0,0,1,2460.16,935,0.341,0.68,0
576.42,10,40.59,6.63,1,0,0,2,833.93,2837,0.255,0.967,0
5821.41,9,24.28,1.04,0,0,0,1,519.35,1921,0.282,13.425,0
359.96,11,13.67,36.03,0,0,0,0,1421.04,252,0.009,0.253,0
588.77,22,39.57,13.18,0,0,0,3,1218.28,811,0.363,0.773,0
877.06,23,1.26,26.19,0,0,1,0,1184.61,289,0.073,0.74,0
14602.26,13,7.15,11.53,1,0,0,1,4925.2,1114,0.584,3.557,0
2883.71,8,18.78,40.34,0,0,0,2,701.42,2458,0.18,5.748,0
570.45,20,20.74,13.6,0,0,1,1,1078.15,2271,0.094,0.634,0
3047.85,0,24.46,13.4,0,0,2,0,904.51,875,0.115,3.366,0
2243.58,5,46.31,35.55,0,0,1,0,991.21,2043,0.077,2.261,0
1761.19,15,25.71,14.99,0,0,1,3,2240.03,2576,0.216,1.257,0
2686.02,2,5.99,13.54,0,0,2,6,1393.43,3369,0.374,4.238,0
1419.52,18,12.5,14.97,0,0,0,1,1547.22,577,0.177,1.1,0
1588.9,2,20.31,20.99,0,1,0,2,788.05,2009,0.122,2.819,0
283.46,6,46.93,18.21,0,0,0,2,1411.63,670,0.305,0.281,0
5670.88,17,38.68,7.91,0,0,0,2,826.4,642,0.165,9.595,0
856.19,17,6.7,8.76,0,0,1,1,472.48,1732,0.219,2.17,0
388.69,10,20.32,53.77,0,0,0,0,1115.05,2746,0.081,0.348,0
808.9,8,70.33,10.75,0,0,0,1,1791.01,1318,0.172,0.542,0
842.14,6,29.18,39.61,0,1,1,0,844.33,1976,0.1,0.996,0
601.1,16,19.69,13.53,1,0,0,0,2422.46,3118,0.199,0.248,0
2915.07,17,8.29,2.87,0,0,0,0,1104.96,3501,0.134,2.636,0
3548.19,21,43.63,3.82,0,0,0,3,907.78,1173,0.11,6.247,0
188.82,6,27.08,11.99,0,1,0,1,1115.79,845,0.083,0.203,0
800.49,14,10.81,32.12,0,0,0,2,1313.0,2567,0.172,0.853,0
859.97,20,15.51,24.69,0,0,0,2,376.52,403,0.29,3.189,0
1127.61,17,9.09,19.02,0,1,0,2,734.12,3534,0.266,2.147,1
7378.44,1,29.38,8.6,1,0,1,0,370.95,171,0.056,19.837,0
593.73,20,32.0,24.99,0,0,0,0,778.27,3303,0.278,0.762,0
6389.51,7,50.24,1.71,1,0,0,1,190.4,3071,0.164,40.06,0
1157.24,19,71.39,3.38,0,0,0,2,2174.6,3417,0.276,0.745,0
6449.31,6,38.68,2.99,0,0,0,1,2556.06,2218,0.11,3.027,0
981.46,1,11.85,1.29,0,0,0,2,471.83,719,0.151,2.906,0
872.98,21,42.5,29.52,0,0,0,0,368.79,2126,0.275,2.361,0
1309.45,12,42.84,23.09,0,1,0,2,571.72,2041,0.017,3.201,1
4876.83,11,34.26,20.01,0,0,0,2,1033.53,2550,0.092,6.6,0
1569.19,23,14.93,11.97,0,0,0,1,1563.9,1558,0.17,1.203,0
1651.19,14,5.7,7.53,1,1,0,3,844.82,906,0.226,3.123,0
2531.83,17,44.23,0.34,1,0,0,1,288.12,1557,0.379,10.508,0
555.73,20,2.07,16.35,0,0,0,0,2082.03,1247,0.222,0.267,0
1875.61,16,33.3,9.42,0,0,0,2,266.02,3627,0.279,9.834,0
714.69,17,29.19,9.03,0,0,0,2,1459.42,432,0.22,0.685,0
5832.88,6,15.16,2.61,0,0,1,1,1463.9,181,0.256,4.778,0
2035.84,9,36.0,17.85,0,0,0,2,1918.12,1192,0.041,1.485,0
2677.73,3,18.01,7.44,0,0,0,0,601.55,2694,0.32,4.444,0
174.28,10,6.87,19.55,0,0,0,1,486.92,1163,0.395,0.429,0
2715.5,19,27.21,31.37,0,0,0,0,2072.62,1829,0.2,1.31,0
1121.54,21,6.33,9.01,0,0,0,0,502.01,1775,0.138,2.23,0
318.25,17,14.47,5.54,0,0,1,2,2608.26,435,0.076,0.171,0
1472.89,17,28.37,25.88,1,0,1,0,601.3,31,0.141,2.445,0
293.45,6,25.47,14.96,0,0,0,1,1358.21,1517,0.138,0.259,0
2467.67,2,19.15,4.13,0,0,0,3,309.4,1450,0.271,12.72,0
5619.35,21,29.84,6.32,0,0,1,3,1596.14,3268,0.215,5.629,0
223.5,17,41.94,7.48,0,0,0,1,250.41,1264,0.134,1.067,0
1299.87,23,10.76,41.08,0,1,1,1,976.44,2761,0.105,1.596,0
1135.82,4,1.94,12.23,0,0,1,2,815.86,999,0.26,1.947,0
183.17,5,25.43,30.35,0,0,0,0,488.69,1543,0.235,0.374,0
3349.29,19,19.22,21.56,0,1,1,2,726.73,457,0.174,6.443,1
2504.16,8,19.98,27.0,0,0,1,2,1180.76,2403,0.466,2.967,0
10158.73,13,68.51,29.74,0,0,0,1,1667.52,1824,0.438,7.306,1
2199.9,8,21.18,23.36,0,0,0,1,1650.63,2304,0.033,1.598,0
556.13,16,32.9,24.04,0,1,3,3,866.46,967,0.082,1.026,0
2240.23,0,13.57,16.19,0,0,0,1,1503.63,2071,0.108,1.787,0
4840.66,14,9.37,2.18,0,0,0,2,1015.99,1940,0.253,6.664,0
841.45,10,92.58,6.12,0,0,0,1,1200.75,759,0.225,0.84,0
3141.37,7,23.97,20.56,0,0,2,0,2034.95,2057,0.056,1.543,0
127.11,8,35.47,17.32,0,0,2,1,2179.8,2735,0.294,0.07,0
5855.09,21,15.92,11.95,0,0,0,0,785.74,3203,0.264,7.442,0
2982.11,14,11.81,12.92,0,0,0,0,638.05,3478,0.086,4.666,0
105.18,23,22.61,15.65,1,1,0,3,640.97,3253,0.155,0.262,1
1963.84,5,13.2,6.63,0,0,0,2,4149.01,3352,0.354,0.662,0
183.74,15,14.24,41.64,1,0,0,0,2719.64,1046,0.196,0.068,0
726.99,2,8.26,2.55,0,0,0,0,183.3,211,0.212,3.945,0
2640.88,5,15.81,7.81,0,0,0,1,615.36,1070,0.228,5.142,0
1169.08,14,8.23,33.33,0,0,0,2,405.97,1338,0.263,4.022,1
4706.09,8,5.81,4.37,0,0,0,0,485.77,1420,0.143,9.668,0
1427.58,15,62.49,7.04,0,0,0,2,922.65,984,0.17,2.164,0
1290.2,0,8.16,6.57,0,0,0,1,2312.86,3118,0.114,0.669,0
4017.82,9,25.66,14.89,0,0,0,1,1389.88,2922,0.06,3.466,0
955.66,10,34.57,1.75,0,0,0,2,552.27,1083,0.088,2.418,0
1306.14,17,20.13,6.4,0,0,0,0,2834.34,1495,0.09,0.461,0
1490.21,19,97.54,5.1,0,1,0,1,1357.87,1047,0.286,1.316,0
1252.0,10,19.36,71.44,0,0,0,2,446.01,1107,0.07,3.921,0
4273.63,15,20.21,4.2,0,0,0,4,3137.37,2011,0.28,2.451,1
687.59,10,17.11,4.79,0,0,0,2,818.64,1611,0.254,1.174,0
583.88,6,12.78,19.91,1,0,0,0,567.52,3489,0.199,1.027,0
463.27,5,15.98,21.49,0,0,0,2,1775.65,3121,0.071,0.365,0
157.3,0,28.43,31.95,0,0,0,2,253.98,243,0.124,0.864,0
5906.11,1,21.99,17.12,0,0,1,1,3552.33,3157,0.353,1.995,0
544.14,7,25.85,37.86,0,0,0,0,1825.09,2371,0.036,0.298,0
1055.11,9,14.04,34.66,0,0,1,3,352.32,2338,0.641,4.778,0
6361.29,1,33.85,11.88,0,0,1,1,918.52,178,0.085,8.302,1
1162.25,10,24.34,71.23,0,0,0,2,389.34,3288,0.081,4.169,0
2240.39,17,58.57,28.37,0,0,0,3,1322.44,1877,0.206,2.709,0
323.57,22,18.81,19.64,0,0,0,4,559.92,708,0.134,1.038,0
5422.73,22,35.2,11.45,0,0,0,1,744.63,2312,0.229,8.727,0
1186.07,5,7.27,22.38,0,1,0,5,1722.36,1139,0.124,1.376,0
483.82,5,28.07,7.85,0,0,0,1,1977.16,3257,0.151,0.293,1
483.46,16,30.01,4.08,0,0,0,0,1302.52,822,0.182,0.371,0
7258.84,7,32.38,24.98,0,0,0,0,1238.36,3282,0.125,5.857,0
745.33,1,25.54,12.57,0,0,0,2,2723.05,952,0.163,0.383,0
494.43,15,22.17,21.06,1,0,0,0,2138.52,1796,0.087,0.231,0
868.64,16,32.34,75.21,0,0,1,0,1347.5,3095,0.249,0.644,0
1401.6,2,21.22,26.85,0,0,0,1,470.14,819,0.203,3.57,0
1559.03,21,39.97,10.65,0,0,0,4,917.76,3209,0.026,3.054,0
2088.83,16,30.92,21.66,0,0,0,1,412.79,1094,0.323,6.058,0
1693.85,0,19.54,18.72,0,1,0,2,1416.43,2956,0.075,1.673,0
2558.4,12,31.18,15.03,0,0,1,1,866.25,288,0.318,3.54,0
1019.69,17,0.96,29.59,0,0,0,2,638.21,404,0.173,2.233,0
10637.91,23,5.88,7.76,0,0,0,2,526.25,1465,0.08,28.247,0
821.85,1,15.45,44.54,0,0,0,1,1758.1,628,0.225,0.561,0
5179.14,2,36.79,16.1,0,0,0,1,513.56,3594,0.183,12.078,0
735.82,9,38.51,2.0,0,0,0,7,398.62,3598,0.155,4.419,0
321.25,1,21.57,19.9,0,0,0,2,1029.77,2088,0.24,0.436,0
252.88,3,6.89,5.66,0,0,0,0,2799.98,1331,0.199,0.09,0
1815.2,3,3.39,9.88,1,0,0,0,1051.84,2630,0.142,1.724,0
4281.07,14,6.0,39.17,0,0,1,1,703.03,988,0.05,7.297,0
423.68,12,9.9,2.08,0,0,0,2,710.16,3027,0.115,0.834,0
556.97,12,8.2,10.17,0,1,0,0,385.07,286,0.012,1.443,0
1970.67,14,4.68,5.44,0,0,0,0,615.29,2324,0.294,3.198,0
1336.03,9,25.47,31.25,0,0,0,0,493.14,808,0.373,2.704,0
745.72,10,30.37,16.43,0,0,0,0,456.64,2938,0.476,1.629,0
372.69,7,2.11,22.47,0,0,0,0,466.68,2348,0.104,0.797,0
1824.53,14,11.42,16.18,1,0,1,1,1541.63,3193,0.167,1.419,0
2573.27,5,7.43,49.64,0,0,0,0,233.37,1104,0.216,10.98,0
2190.2,19,47.99,21.87,1,0,0,1,1117.87,1858,0.161,2.349,0
1375.42,14,26.31,10.72,0,0,1,0,519.79,723,0.027,2.641,0
466.05,20,15.21,11.75,0,0,1,3,645.24,2058,0.16,1.154,0
1834.55,19,7.55,26.01,0,0,0,2,1711.71,1870,0.213,1.5,0
1702.46,3,21.66,46.05,0,0,0,0,365.76,1961,0.115,4.642,0
360.25,8,42.03,39.18,0,0,0,1,1938.2,2737,0.309,0.223,0
989.95,10,52.29,45.68,0,0,0,0,1078.85,1493,0.189,0.917,0
1932.23,14,12.27,31.92,0,0,0,2,2167.94,3637,0.1,1.247,0
1238.63,2,4.66,10.55,0,0,0,2,990.72,956,0.243,1.749,0
188.57,12,44.41,13.82,1,1,0,1,853.06,2195,0.013,0.265,0
706.02,8,17.7,8.8,0,0,0,1,396.53,2467,0.041,2.131,0
660.58,15,16.19,37.19,0,0,0,2,723.15,298,0.011,1.277,0
2343.25,16,23.43,24.64,1,0,1,1,874.67,3218,0.079,3.211,0
18004.62,23,48.57,15.58,0,0,0,2,943.56,445,0.254,26.686,0
1531.44,11,23.4,11.47,0,0,0,2,652.89,372,0.115,3.279,0
404.25,11,15.73,18.98,0,0,1,0,989.74,2823,0.183,0.408,0
1140.81,1,27.03,18.5,0,0,0,1,1679.81,1744,0.049,0.814,0
1353.75,19,23.68,3.74,0,0,1,0,1730.61,2767,0.176,0.782,0
2854.34,4,12.76,53.03,0,0,0,1,190.62,1029,0.211,17.875,0
4638.39,1,21.39,27.91,0,0,0,0,3391.17,3163,0.263,1.367,0
5383.09,14,24.73,14.73,0,0,0,1,2455.21,592,0.297,2.63,0
2292.11,15,31.52,6.35,0,0,0,0,3827.96,1250,0.036,0.599,0
1338.37,4,25.9,10.08,0,0,1,0,357.96,435,0.283,3.728,1
5904.1,19,21.63,13.83,0,0,0,1,1006.71,3151,0.116,7.031,0
946.24,17,4.22,12.4,0,0,0,1,563.94,1579,0.056,2.01,0
1414.43,15,10.83,3.52,0,1,0,1,721.01,647,0.054,2.351,0
1050.02,19,3.89,14.78,0,1,0,0,241.11,2776,0.141,4.337,0
158.97,12,43.93,6.87,0,0,0,1,599.19,1534,0.091,0.318,0
4777.9,7,5.07,58.84,0,0,1,1,289.67,1862,0.264,19.725,0
2632.05,23,13.33,11.9,0,0,0,4,1846.76,1333,0.192,2.564,0
125.21,20,11.23,7.34,0,0,0,3,374.67,1273,0.119,0.533,0
3647.34,5,26.93,48.36,0,0,0,1,796.74,3344,0.374,5.487,0
988.87,5,10.88,20.51,0,0,0,1,301.82,2088,0.108,3.919,0
3599.48,10,2.4,22.02,0,0,0,1,762.56,715,0.203,5.657,0
1444.89,20,21.14,21.0,0,0,0,1,1237.85,1871,0.027,1.4,0
344.7,0,45.06,30.23,0,0,0,1,1249.8,1496,0.025,0.331,0
1375.2,13,28.68,15.34,0,0,0,1,3210.93,2529,0.08,0.514,0
545.42,23,40.91,19.97,0,0,1,1,244.68,1051,0.194,2.664,0
394.3,2,12.86,15.42,0,0,0,2,611.19,2666,0.186,0.902,0
3187.62,12,16.35,19.58,0,0,0,2,2742.34,3427,0.172,1.627,0
1981.37,21,16.11,1.51,0,0,0,2,739.97,816,0.108,3.744,0
5988.34,16,40.46,23.63,0,0,1,1,728.27,2797,0.19,9.854,0
902.9,9,22.46,7.58,0,0,0,0,341.64,2030,0.087,2.635,0
511.37,1,3.29,28.83,0,0,0,0,1663.07,385,0.019,0.307,0
2537.17,0,13.35,11.31,0,1,1,0,1680.57,2914,0.495,1.509,0
581.91,13,17.23,10.4,0,0,0,0,4452.93,3445,0.068,0.131,0
982.21,9,13.86,17.39,0,0,0,0,649.64,3497,0.049,1.51,0
2264.47,20,48.39,1.4,0,0,1,2,6548.7,3319,0.336,0.484,0
1180.93,10,74.99,70.09,0,0,0,0,598.05,2976,0.296,1.971,0
821.61,4,5.81,8.07,0,1,0,1,2712.86,1767,0.388,0.363,0
329.42,16,12.71,4.54,0,0,1,0,550.47,1021,0.164,0.597,0
3418.28,8,23.89,55.6,1,0,1,2,2794.88,2749,0.331,1.712,0
926.65,8,26.56,27.25,0,0,1,1,1145.12,3266,0.086,0.97,0
2485.16,21,8.53,13.49,0,0,0,1,1166.01,223,0.216,2.555,0
2177.63,18,33.5,27.25,0,0,0,1,1172.86,2044,0.035,2.226,0
3988.96,18,10.3,5.94,0,1,0,2,1102.03,2960,0.096,5.063,0
1058.31,23,6.1,10.37,0,0,0,3,791.5,1747,0.267,2.137,0
946.04,10,26.12,7.24,0,1,0,3,1142.13,2278,0.092,1.324,0
442.19,6,18.57,5.89,0,0,0,2,2226.46,1571,0.032,0.278,0
778.48,8,11.37,19.82,0,0,0,2,1411.01,1996,0.25,0.772,0
1884.02,0,36.51,9.91,0,0,0,0,2451.26,1947,0.075,0.768,0
591.67,21,15.54,12.88,0,0,0,0,2288.4,2779,0.205,0.258,0
1836.81,19,44.23,6.73,0,0,1,3,4529.25,277,0.186,0.649,0
5809.75,3,8.69,60.24,0,0,1,1,545.1,2494,0.169,12.766,0
858.16,10,14.38,0.7,0,0,0,0,1860.07,2710,0.13,0.461,0
359.83,3,31.58,11.42,0,1,0,0,2859.83,692,0.064,0.126,0
885.9,13,7.23,25.17,0,0,0,2,1377.93,1914,0.225,0.899,0
322.9,15,45.29,18.64,0,1,0,3,822.57,2333,0.145,0.627,0
5085.88,14,5.15,5.78,0,0,0,2,5431.28,2907,0.057,1.311,0
1458.04,14,26.7,18.04,0,0,1,2,1807.85,1137,0.35,1.128,0
646.48,8,6.95,5.68,0,0,0,1,591.56,2149,0.18,1.309,0
765.21,18,25.75,13.37,0,0,0,0,1321.04,1495,0.355,0.579,0
410.71,21,19.91,20.71,0,0,0,3,651.6,1159,0.095,1.007,0
3681.74,4,18.16,9.37,0,0,1,1,3978.46,19,0.178,1.11,0
8410.16,19,9.43,57.5,0,1,0,2,3387.02,1637,0.096,3.475,0
300.64,14,7.74,24.29,0,0,0,1,1074.34,748,0.658,0.335,0
3801.92,20,11.86,2.19,0,0,0,1,386.38,3246,0.285,11.777,0
1047.49,14,36.18,13.1,0,0,1,0,2289.53,1456,0.271,0.457,0
4757.56,9,2.97,19.47,0,0,1,1,430.62,741,0.207,13.227,0
214.04,18,16.07,2.48,0,0,0,1,719.94,1827,0.074,0.356,0
1678.06,18,9.89,9.88,0,0,1,3,1911.0,2792,0.053,1.404,0
890.78,0,10.53,17.48,0,1,0,1,123.54,2586,0.141,8.583,1
2589.16,15,17.39,18.15,0,0,0,1,1467.24,3080,0.407,2.116,0
1423.88,5,22.01,3.95,0,1,0,3,1394.29,1364,0.254,1.633,0
1369.58,2,17.93,7.06,0,0,0,0,237.91,914,0.122,5.733,0
1204.73,11,11.99,17.29,1,0,0,2,921.25,2234,0.093,1.829,0
6388.78,7,12.61,3.95,0,0,1,2,1100.92,3089,0.092,8.117,0
1124.42,4,37.98,16.61,0,0,0,0,1969.91,1084,0.104,0.571,0
3178.88,9,17.46,13.16,0,1,0,2,3823.96,2059,0.283,1.164,0
2511.19,12,31.96,20.07,0,0,0,1,933.94,694,0.337,3.223,0
3257.81,19,2.38,10.24,0,0,0,0,768.22,1362,0.081,4.235,0
485.53,7,29.42,7.98,0,0,0,2,484.78,3191,0.222,1.399,0
2716.7,9,8.29,1.54,0,0,0,1,943.61,2521,0.398,3.451,0
1875.95,6,39.14,17.79,0,0,0,1,985.86,853,0.245,2.281,1
407.7,13,12.09,5.32,0,0,1,2,1790.88,71,0.094,0.319,0
1083.12,13,67.73,3.09,0,0,1,0,866.75,2364,0.209,1.248,0
13283.52,21,20.03,9.91,0,0,0,3,1370.78,1413,0.136,15.493,0
905.23,10,40.34,45.02,0,0,0,0,2512.8,578,0.122,0.36,0
927.37,19,20.52,16.43,0,0,0,0,984.41,2422,0.019,0.941,0
2102.14,10,21.71,2.36,0,0,1,0,1084.35,1737,0.314,1.937,0
779.87,7,6.13,3.64,0,0,1,1,874.82,1245,0.154,1.069,0
1541.41,17,37.2,24.49,0,0,0,1,1281.36,464,0.119,1.442,0
854.99,4,24.4,22.5,0,0,0,1,1636.75,2834,0.203,0.626,0
2002.97,23,49.58,10.72,0,0,0,1,1234.65,778,0.146,1.945,0
1259.05,19,80.5,5.63,0,0,0,0,2578.07,3018,0.193,0.488,0
9433.22,7,72.89,6.76,0,0,0,2,323.86,1408,0.022,40.653,0
1402.49,7,45.04,4.11,0,0,0,6,14805.32,2530,0.098,0.208,0
1072.12,13,31.69,21.9,0,0,0,2,675.88,1059,0.55,2.217,0
3749.72,13,2.95,14.31,0,1,0,0,754.34,1754,0.111,4.964,0
333.26,15,7.26,6.2,0,0,0,1,471.94,1332,0.17,0.846,0
7271.53,4,30.5,4.68,0,0,0,1,2429.82,85,0.373,3.59,1
498.46,20,8.12,27.56,0,1,1,1,616.52,2291,0.213,0.969,0
4413.61,10,31.46,13.51,0,0,0,1,1021.19,1053,0.216,5.181,0
5748.01,11,11.04,24.25,0,0,0,1,2717.97,2486,0.502,2.537,0
791.71,8,9.88,19.15,0,0,0,4,809.13,1165,0.323,1.759,0
871.56,7,10.12,9.37,0,0,0,0,673.1,734,0.198,1.293,0
1200.89,4,37.47,18.8,0,1,0,3,1573.13,1688,0.07,1.221,1
2493.76,3,35.12,17.62,0,0,0,2,280.36,1585,0.09,12.409,0
493.71,16,9.01,10.89,0,0,0,0,492.89,871,0.106,1.0,0
1200.84,10,1.08,30.2,0,0,1,0,1839.04,601,0.136,0.653,0
979.04,16,7.78,26.79,0,0,0,0,326.89,3099,0.565,2.986,1
423.56,15,36.55,21.61,0,0,0,1,540.92,105,0.13,0.938,0
471.06,1,7.11,18.36,0,1,1,0,753.18,3327,0.09,0.625,0
1522.71,13,12.93,9.49,0,0,0,3,959.8,2359,0.175,2.536,0
1495.96,16,22.03,5.42,0,0,1,0,1873.41,3045,0.185,0.798,0
623.92,23,22.73,20.21,0,0,0,0,964.2,1035,0.297,0.646,0
1449.89,17,6.93,15.31,0,0,1,2,421.86,1596,0.177,4.8,0
701.38,13,11.09,17.19,0,0,1,0,5209.19,1251,0.391,0.135,0
4949.74,18,4.07,28.03,0,1,0,2,2959.77,146,0.051,2.34,0
1208.36,19,30.01,1.75,0,0,0,1,982.02,2927,0.033,1.475,0
4013.97,4,46.81,12.33,0,0,0,3,2649.2,462,0.133,2.423,0
246.49,15,28.11,9.37,1,0,0,2,4052.1,2832,0.264,0.085,0
1849.68,9,8.38,7.41,1,0,1,1,2044.43,1126,0.185,1.085,0
2431.05,5,14.77,20.22,0,0,0,1,806.36,183,0.055,3.613,0
1166.91,11,28.65,33.03,0,0,0,2,815.01,1861,0.361,2.002,0
781.45,0,2.92,8.62,0,0,0,0,2907.66,482,0.187,0.269,0
1148.39,0,31.25,14.56,0,0,0,0,2051.81,2475,0.247,0.559,0
2814.29,10,12.83,18.01,0,0,0,2,179.31,3512,0.28,21.851,0
399.2,13,22.82,21.34,0,0,0,2,1685.76,3375,0.161,0.331,0
2698.6,18,39.76,9.68,0,0,0,1,2395.74,3536,0.302,1.351,0
1841.56,1,36.36,21.87,0,0,0,0,4290.87,2376,0.014,0.429,0
1031.95,10,27.02,36.79,0,1,0,0,1535.28,228,0.295,0.672,0
1077.0,14,43.68,7.49,0,0,0,0,1540.6,771,0.175,0.699,0
1424.9,14,27.57,6.79,0,0,0,1,1087.34,3523,0.085,1.571,0
7034.77,23,61.47,17.31,0,0,1,0,918.7,1442,0.058,7.649,0
1896.95,20,30.96,19.26,1,0,0,0,2932.51,946,0.052,0.647,0
521.81,4,17.69,21.67,0,1,0,1,525.1,3464,0.671,1.19,1
866.71,18,24.68,12.28,0,0,0,2,1991.59,1641,0.146,0.609,0
426.42,5,54.12,11.46,0,0,0,6,776.48,3513,0.382,1.207,0
202.39,6,6.5,32.59,0,0,0,1,783.54,2401,0.361,0.31,0
419.0,23,4.35,13.4,0,0,0,2,651.71,2732,0.001,0.899,0
1510.32,21,10.97,5.25,0,0,1,2,800.74,366,0.236,2.637,0
4788.43,2,14.08,19.99,0,0,0,1,2359.06,1437,0.082,2.435,0
3625.59,13,44.17,87.16,0,0,0,1,648.44,3388,0.277,6.699,0
421.89,9,39.14,23.27,1,0,0,1,3519.59,197,0.101,0.144,0
603.26,9,45.81,6.3,0,0,0,1,875.11,3620,0.269,0.826,1
523.91,11,33.61,45.79,0,0,0,1,775.44,2548,0.323,0.81,0
101.33,23,23.2,21.22,0,0,1,3,789.38,1661,0.359,0.205,0
1132.7,12,21.77,13.24,0,0,0,4,1036.63,2002,0.173,1.965,0
